"Name","mmax","Mmax","z","dL (Mpc)"
"NGC2403SNR J073618100+65370340","","","0.0007695","3.4075"
"NGC2403SNR J073637800+65370360","","","0.0007695","3.4075"
"NGC2403SNR J073635300+65370380","","","0.0007695","3.4075"
"NGC2403SNR J073632100+65370410","","","0.0007695","3.4075"
"NGC2403SNR J073627000+65370480","","","0.0007695","3.4075"
"NGC2403SNR J073641100+65370500","","","0.0007695","3.4075"
"NGC2403SNR J073642000+65371060","","","0.0007695","3.4075"
"NGC2403SNR J073636400+65371150","","","0.0007695","3.4075"
"NGC2403SNR J073617600+65371180","","","0.0007695","3.4075"
"NGC2403SNR J073703200+65371370","","","0.0007695","3.4075"
"NGC2403SNR J073703500+65371740","","","0.0007695","3.4075"
"NGC2403SNR J073635200+65371750","","","0.0007695","3.4075"
"NGC2403SNR J073644200+65372050","","","0.0007695","3.4075"
"NGC2403SNR J073634600+65372190","","","0.0007695","3.4075"
"NGC2403SNR J073703500+65372520","","","0.0007695","3.4075"
"NGC2403SNR J073619500+65372630","","","0.0007695","3.4075"
"NGC2403SNR J073700000+65372890","","","0.0007695","3.4075"
"NGC2403SNR J073619000+65372960","","","0.0007695","3.4075"
"NGC2403SNR J073657900+65373160","","","0.0007695","3.4075"
"NGC2403SNR J073621500+65373680","","","0.0007695","3.4075"
"NGC2403SNR J073619500+65373720","","","0.0007695","3.4075"
"NGC2403SNR J073635600+65373800","","","0.0007695","3.4075"
"NGC2403SNR J073646000+65374320","","","0.0007695","3.4075"
"NGC2403SNR J073627500+65374360","","","0.0007695","3.4075"
"NGC2403SNR J073609400+65374510","","","0.0007695","3.4075"
"NGC2403SNR J073608400+65374560","","","0.0007695","3.4075"
"NGC2403SNR J073635500+65374950","","","0.0007695","3.4075"
"NGC2403SNR J073648500+65375070","","","0.0007695","3.4075"
"SN1954J","","","0.00043","1.9"
"NGC2403SNR J073637900+65375280","","","0.0007695","3.4075"
"NGC2403SNR J073648000+65375640","","","0.0007695","3.4075"
"NGC2403SNR J073619900+65375770","","","0.0007695","3.4075"
"NGC2403SNR J073626000+65375880","","","0.0007695","3.4075"
"NGC2403SNR J073635700+65375950","","","0.0007695","3.4075"
"Gaia17buy","18.07","-17.0079","0.023279","104.851"
"NGC2403SNR J073636300+65380560","","","0.0007695","3.4075"
"NGC2403SNR J073612800+65381600","","","0.0007695","3.4075"
"SN2018avk","18.52","-20.38","0.132","640.6"
"SN2018eps","19.28","-18","0.07","330"
"NGC2403SNR J073623800+65384580","","","0.0007695","3.4075"
"NGC2403SNR J073627400+65384820","","","0.0007695","3.4075"
"NGC2403SNR J073625700+65384960","","","0.0007695","3.4075"
"NGC2403SNR J073627200+65385340","","","0.0007695","3.4075"
"NGC2403SNR J073641300+65385820","","","0.0007695","3.4075"
"NGC2403SNR J073620800+65390290","","","0.0007695","3.4075"
"NGC2403SNR J073642500+65390370","","","0.0007695","3.4075"
"NGC2403SNR J073646000+65390600","","","0.0007695","3.4075"
"NGC2403SNR J073644100+65391090","","","0.0007695","3.4075"
"NGC2403SNR J073640200+65392200","","","0.0007695","3.4075"
"NGC2403SNR J073645900+65393960","","","0.0007695","3.4075"
"NGC2403SNR J073647000+65394460","","","0.0007695","3.4075"
"SN2019rqd","18.36","-19","0.07","330"
"NGC2403SNR J073629900+65402880","","","0.0007695","3.4075"
"NGC2403SNR J073621200+65405640","","","0.0007695","3.4075"
"SN2016gcm","18.34","-16.656","0.0224227","100.93"
"SN2020nu","18.95","-17.4597","0.042779","195.45"
"AT2019ucf","19.8","-19.2","0.14","683"
"AT2018bmr","17.9","-19.9457","0.082129","385.726"
"SN1991O","18","-17.63","0.0299","135.3"
"SN2010Y","14.62","-18.8","0.0109,0.0113,0.0109,0.0114","48.64"
"CSS130419:125840+654716","18","-20","0.08","380"
"SN2009an","14.4","-18.661","0.009228","41.128"
"AT2019slb","20.15","-19.11","0.155","763.1"
"SN2011dc","17.2","-19","0.04","180"
"SN2000cf","16.9","-19.02","0.0353,0.0369,0.0399,0.0438","155"
"SN2018ers","18.81","-19.2","0.088","415"
"SN2002ho","16.8","-16.2","0.0091","40.6"
"SN2003at","17.2","-17.9","0.024,0.024","108"
"SN2018err","18.87","-19.54","0.106","505.9"
"SN2000E","13.42","-18.5","0.00414,0.00475,0.00527,0.00541,0.00563,0.00606","24"
"SN1999el","12.68","-19.2","0.0047","24"
"SN2015G","15.5","-16.12","0.00475","21.1"
"PS16yj","19.31","-20.77","0.224","1148"
"SN2019hhf","18.44","-18","0.043","196"
"SN1995O","22","-17.53","0.175,0.18","872.1"
"SN2019rlw","18.53","-16.9","0.027","122"
"SN1999gv","22.8","-16.73","0.175,0.18,0.175","872.1"
"SN2003il","25","-14.53","0.175,0.18,0.175","872.1"
"SN2018fvu","17.75","-18","0.03","140"
"SN2005ej","17.4","-18.7426","0.037873","172.422"
"SN2018hox","16","-19.156","0.02413","108.75"
"SN2019nju","18.68","-16","0.02","90"
"SN2018fru","16.65","-16.642","0.01026","45.764"
"SN2017xy","16.7","-18.6","0.026","117"
"AT2018bli","17.3","-15.363","0.007685","34.211"
"PTF10gmj","18.57","-19.3","0.082","385"
"PSN J10483782+6621363","17.1","-17.5","0.019","85.3"
"SN2003A","17.4","-17.7","0.022,0.023,0.022","104"
"AT2018khl","18.3","-20.17","0.109","521.2"
"SN2006ow","18","-19.9","0.084","395"
"Gaia17bzg","18.68","-16.456","0.02391","107.74"
"SN2018fmu","18.98","-18.9","0.085","400"
"AT2017ewl","17.17","-18.1","0.026","117"
"SN1989P","16.5","-17.6","0.015","67.1"
"iPTF14avu","19.6","-19","0.1","480"
"SN2019mbi","18.7","-18.12","0.0515","236.8"
"SN2018eaw","18.81","-17.82","0.0472","216.3"
"SN2017hta","17.05","-15","0.006","27"
"ASASSN-15bn","16.5","-19","0.028","127"
"GRB 140206A","","","2.73","23250"
"SN2018kne","18.24","-17","0.03","140"
"SN2000ce","0.272","-33.8","0.01631","66"
"SN2006ke","18.3","-16.6","0.017182","97"
"AT2019uci","19.56","-18.85","0.106","505.9"
"SN2013ha","16.8","-17.02","0.0131","58.56"
"SN2018gui","16.7","-18.8","0.028","127"
"SN2019bfk","17.23","-19.7","0.055","253"
"SN2011hj","17.98","-16.7","0.019","85.3"
"SN2019cpo","18.6","-17.4","0.035","159"
"SN2019rry","19.2","-19.8","0.14","683"
"iPTF14axv","19.2","-19","0.09","420"
"AT2019sdp","19.82","-17.6","0.069","321"
"Gaia17bcv","18.6","-15.14","0.0126","56.3"
"AT2020br","19.89","-18.8895","0.125135","604.644"
"iPTF13ehe","19.6","-21.442","0.3434","1872.6"
"ASASSN-15lf","15.6","-17.251","0.008382","37.334"
"SN2017ati","16.43","-17.385","0.01305","58.331"
"SN2019dlh","17.75","-20","0.07","330"
"AT2019dko","19","-13.635","0.007587","33.772"
"SN2012ad","17.9","-19.4","0.064","297"
"SN2019rf","17.84","-15.5124","0.010551","47.0719"
"PTF10xzs","19.8","-16.2","0.036","164"
"SN1991aw","20","-16.4","0.043","196"
"SN2017iub","17.5","-16.77","0.0161","72.13"
"SN2003gw","17.1","-17","0.020397","70"
"SN2014aj","16","-18.7893","0.020397","91.6737"
"AT2019phr","18.8","-15.9893","0.020397","91.6737"
"SN2019gxu","18.88","-18","0.06","280"
"PTF11pdk","19.6","-18","0.08","380"
"SN2019cqw","18.94","-17.8","0.049","225"
"GRB 110205A","","","1.98","15740"
"AT2019sym","19.38","-19.221","0.1155","554.63"
"SN2013fv","17.5","-15.8329","0.010457","46.6492"
"AT2020bx","19.5","-18","0.07","330"
"SN2020cdi","18.77","-18.9","0.075","351"
"SN2014bm","17.4","-18.9307","0.041265","188.327"
"SN2000ci","18.1","-17.3","0.027,0.027","122"
"SN2017fow","18.37","-19","0.066","307"
"AT2017axd","16.66","-19.29","0.03469","157.57"
"SN2005dv","15.67","-17.3","0.010404","39"
"SN2017jzp","18.41","-18.6","0.055","253"
"SN2019uqp","18.51","-18","0.04","180"
"SN2001bs","18.2","-17.372","0.02919","132.05"
"AT2020bmv","20.2","-15.3722","0.029187","132.037"
"SN2011de","15.05","-20.5222","0.029187","132.037"
"SN2016cgu","18.44","-19","0.08","380"
"SN2018ccn","18.74","-19","0.08","380"
"SN2016xb","18.25","-16","0.016","71.7"
"SN2019smf","19.57","-19.22","0.126,0.509","609.2"
"SN2016M","18.3","-17.7","0.036","164"
"SN2018iug","18.8","-18.8","0.073","341"
"SN2007gk","18.8","-16.572","0.02663","120.24"
"PTF10bjp","20.3","-20.838","0.3584,0.3585","1968.3"
"SN2014F","16.7","-16.211","0.008613","38.369"
"AT2019syz","17.68","-18.2","0.033","150"
"SN2018dds","19.08","-18.6","0.075","351"
"GRB 080603B","","","2.69","22840"
"AT2019uyc","19.38","-19.2849","0.11885","571.957"
"SN1991ae","18","-17.6","0.029","131"
"PTF10aauo","19","-17","0.035","159"
"PTF10ncu","19.23","-18","0.07","330"
"PTF10otc","17.99","-18.9","0.054","249"
"AT2018kdh","17.83","-17.9322","0.031835","144.296"
"GRB 130604A","","","1.06","7298"
"SN2020bj","17.63","-19","0.05","230"
"SN2018bek","16.62","-18.31","0.0218","98.08"
"SN2003K","15.1","-19.837","0.02182","98.173"
"SN2012cs","16.4","-18.53","0.0218","98.08"
"PSN J15320170+6814480","16.4","-17.463","0.01334","59.64"
"SN2018aik","18.45","-20","0.09","420"
"AT2018cbg","15.81","-20.0024","0.032573","147.721"
"SN2020buv","18.87","-19","0.08","380"
"GRB 150818A","","","0.282","1491"
"SN1997da","17","-18.3","0.026","117"
"SN2019klq","17.9","-17.37","0.0254","114.6"
"SN1982Y","17","-19","0.036","164"
"SN2019hsx","18.62","-16.1964","0.020652","92.8374"
"SN2010hi","17.9","-16.92","0.0207","93.06"
"SN2019xdf","17.66","-16.1","0.013","58.1"
"SN2014ci","17.2","-16.8491","0.014527","65.0049"
"AT2018eci","18.69","-15.3591","0.014527","65.0049"
"SN2019cwj","18.54","-19","0.08","380"
"SN1996by","16.5","-17.5","0.014","62.6"
"PTF10qfo","19.36","-18.4","0.078","365"
"SN2005bx","17.08","-18.6394","0.031218","141.435"
"SN2018dyc","18.97","-18","0.06","280"
"SN2012gn","16.4","-17.44","0.0132","59.01"
"PTF11abm","20.1","-18.6","0.12","578"
"iPTF13ecn","20.1","-16.1","0.039","178"
"ASASSN-14ep","15.6","-19.4352","0.022829","102.79"
"AT2019vnr","18.92","-19.4664","0.104841","499.947"
"SN2019sxm","17.75","-19","0.05","230"
"NGC3077SNR J100320800+68414020","","","0.000863","3.822"
"Gaia17civ","18.46","-16.5019","0.022075","99.3394"
"SN2020btv","17.9","-18","0.04","180"
"NGC3077SNR J100317800+68431200","","","0.000863","3.822"
"NGC3077SNR J100319400+68431540","","","0.000863","3.822"
"NGC3077SNR J100318400+68431930","","","0.000863","3.822"
"NGC3077SNR J100318800+68433790","","","0.000863","3.822"
"AT2019gss","18.98","-16.0045","0.022305","100.392"
"NGC3077SNR J100316600+68434470","","","0.000863","3.822"
"NGC3077SNR J100314900+68434720","","","0.000863","3.822"
"NGC3077SNR J100315700+68434830","","","0.000863","3.822"
"NGC3077SNR J100314200+68435210","","","0.000863","3.822"
"NGC3077SNR J100322300+68435610","","","0.000863","3.822"
"SN2004ax","17.7","-17.3","0.022,0.022","99"
"NGC3077SNR J100314400+68435920","","","0.000863","3.822"
"NGC3077SNR J100314000+68440140","","","0.000863","3.822"
"NGC3077SNR J100323400+68441480","","","0.000863","3.822"
"NGC3077SNR J100322700+68441580","","","0.000863","3.822"
"NGC3077SNR J100315100+68442510","","","0.000863","3.822"
"NGC3077SNR J100320300+68442900","","","0.000863","3.822"
"NGC3077SNR J100318600+68443010","","","0.000863","3.822"
"NGC3077SNR J100317700+68443100","","","0.000863","3.822"
"NGC3077SNR J100316800+68443190","","","0.000863","3.822"
"NGC3077SNR J100318100+68443260","","","0.000863","3.822"
"NGC3077SNR J100316500+68443560","","","0.000863","3.822"
"NGC3077SNR J100318100+68443600","","","0.000863","3.822"
"NGC3077SNR J100317100+68443750","","","0.000863","3.822"
"NGC3077SNR J100316500+68444180","","","0.000863","3.822"
"SN2018gwo","16.4","-16.283","0.007759","34.543"
"SN2017hix","16.87","-16.8","0.012","53.6"
"SN2020by","18.06","-17","0.023","104"
"SN1999bz","17.5","-20.41","0.0845","397.5"
"M81SNR J095629700+68555390","","","0.00082","3.63"
"M81SNR J095629900+68561660","","","0.00082","3.63"
"M81SNR J095532200+68564770","","","0.00082","3.63"
"PTF11aib","18.8","-19","0.082","385"
"M81SNR J095611700+68573520","","","0.00082","3.63"
"M81SNR J095604700+68590010","","","0.00082","3.63"
"M81SNR J09560197+6859067","","","0.00082","3.63"
"M81SNR J09555257+6859091","","","0.00082","3.63"
"M81SNR J095604200+68591620","","","0.00082","3.63"
"M81SNR J095552500+68591660","","","0.00082","3.63"
"M81SNR J09554774+6859183","","","0.00082","3.63"
"AT2019syy","18.85","-19.4","0.097","460"
"M81SNR J095618300+69002830","","","0.00082","3.63"
"M81SNR J095532700+69003290","","","0.00082","3.63"
"M81SNR J095533800+69004020","","","0.00082","3.63"
"SN2018ezy","18.87","-18.9","0.079","370"
"M81SNR J095616000+69005170","","","0.00082","3.63"
"M81SNR J09562024+6901120","","","0.00082","3.63"
"M81SNR J095455100+69011460","","","0.00082","3.63"
"M81SNR J095631300+69012320","","","0.00082","3.63"
"M81SNR J095521700+69014720","","","0.00082","3.63"
"M81SNR J095616400+69023950","","","0.00082","3.63"
"M81SNR J095451300+69025850","","","0.00082","3.63"
"M81SNR J095516300+69030240","","","0.00082","3.63"
"M81SNR J095507300+69031400","","","0.00082","3.63"
"M81SNR J095446300+69032860","","","0.00082","3.63"
"M81SNR J095447500+69035650","","","0.00082","3.63"
"M81SNR J095509600+69041460","","","0.00082","3.63"
"M81SNR J095623200+69041460","","","0.00082","3.63"
"M81SNR J095625900+69041700","","","0.00082","3.63"
"SN2018crj","18.85","-19.1","0.088","415"
"M81SNR J095444800+69042430","","","0.00082","3.63"
"M81SNR J095624700+69042750","","","0.00082","3.63"
"M81SNR J09561862+6904291","","","0.00082","3.63"
"M81SNR J095615600+69045940","","","0.00082","3.63"
"M81SNR J095621900+69050120","","","0.00082","3.63"
"M81SNR J095552400+69052220","","","0.00082","3.63"
"M81SNR J09555259+6905351","","","0.00082","3.63"
"M81SNR J095504800+69055120","","","0.00082","3.63"
"M81SNR J095504500+69055520","","","0.00082","3.63"
"M81SNR J09561706+6906021","","","0.00082","3.63"
"M81SNR J095542200+69070090","","","0.00082","3.63"
"M81SNR J095541500+69070200","","","0.00082","3.63"
"ASASSN-15uh","15.14","-18.75","0.0135,0.0134","60.36"
"M81SNR J095518200+69071770","","","0.00082","3.63"
"M81SNR J095520000+69073320","","","0.00082","3.63"
"M81SNR J095514500+69074140","","","0.00082","3.63"
"M81SNR J095500200+69080580","","","0.00082","3.63"
"M81SNR J095521700+69083200","","","0.00082","3.63"
"M81SNR J095510500+69084700","","","0.00082","3.63"
"M81SNR J095454600+69092020","","","0.00082","3.63"
"M81SNR J095519300+69093270","","","0.00082","3.63"
"NGC2366SNR J07285457+6911127","","","0.0007469","3.3074"
"NGC2366SNR J07283041+6911338","","","0.0007469","3.3074"
"NGC2366SNR J07284526+6912198","","","0.0007469","3.3074"
"SN2018dsy","18.3","-18","0.04","180"
"NGC2366SNR J07285210+6912544","","","0.0007469","3.3074"
"M81SNR J095522700+69125570","","","0.00082","3.63"
"SN2017gap","17.19","-20","0.05","230"
"NGC2366SNR J07285767+6913410","","","0.0007469","3.3074"
"SN2001ez","16.5","-17.3","0.013,0.013","58.1"
"GRB 120326A","","","1.798","13989"
"SN2007kf","17.2","-19.36","0.046,0.0458,0.047,0.047","209.7"
"SN2013cc","16.4","-17.4274","0.013122","58.6558"
"SN2001is","17","-17.5","0.013,0.013","79"
"SN1998eb","20","-14.5","0.01312","79"
"PTF12ggi","19.1","-16","0.02","90"
"SN1999dp","18.2","-16.1","0.016,0.016","71.7"
"SN2019mdw","19.11","-19","0.08","380"
"SN2018dbc","18.81","-19","0.08","380"
"AT2019qbs","18.47","-18.7507","0.061869","286.533"
"SN2018eyh","18.4","-19","0.06","280"
"SN2018auh","17.76","-19","0.06","280"
"SN2000Q","18.4","-16","0.02,0.02,0.02","90"
"SN2014J","8.98","-18.4","0.000677,0.000739,0.000841","2.998"
"SN2004am","16","-11.45","0.00077,0.00077","3.09"
"M82SNR J09554840+6940397","","","0.000817","3.618"
"M82SNR J09554943+6940414","","","0.000817","3.618"
"M82SNR J09554908+6940415","","","0.000817","3.618"
"M82SNR J09555140+6940417","","","0.000817","3.618"
"M82SNR J09554935+6940424","","","0.000817","3.618"
"M82SNR J09554816+6940425","","","0.000817","3.618"
"M82SNR J09555141+6940426","","","0.000817","3.618"
"M82SNR J09554854+6940432","","","0.000817","3.618"
"M82SNR J09554788+6940436","","","0.000817","3.618"
"M82SNR J09555323+6940443","","","0.000817","3.618"
"M82SNR J09555192+6940445","","","0.000817","3.618"
"M82SNR J09555204+6940454","","","0.000817","3.618"
"M82SNR J09555300+6940454","","","0.000817","3.618"
"PSN J0955525083+694045420","22","-5.791","0.000817","3.618"
"M82SNR J09555273+6940457","","","0.000817","3.618"
"SN2008iz","20","-7.449","0.00077","3.09"
"M82SNR J09555006+6940459","","","0.000817","3.618"
"M82SNR J09555362+6940473","","","0.000817","3.618"
"M82SNR J09555389+6940473","","","0.000817","3.618"
"M82SNR J09555155+6940475","","","0.000817","3.618"
"M82SNR J09555127+6940481","","","0.000817","3.618"
"M82SNR J09555461+6940499","","","0.000817","3.618"
"M82SNR J09555522+6940500","","","0.000817","3.618"
"M82SNR J095558030+69405110","","","0.000817","3.618"
"M82SNR J095558420+69405120","","","0.000817","3.618"
"M82SNR J09555397+6940513","","","0.000817","3.618"
"M82SNR J09555447+6940514","","","0.000817","3.618"
"M82SNR J09555545+6940530","","","0.000817","3.618"
"M82SNR J09555414+6940535","","","0.000817","3.618"
"M82SNR J09555607+6940540","","","0.000817","3.618"
"M82SNR J095555170+69405530","","","0.000817","3.618"
"M82SNR J095554710+69405560","","","0.000817","3.618"
"M82SNR J095555980+69405700","","","0.000817","3.618"
"M82SNR J095558360+69405840","","","0.000817","3.618"
"M82SNR J095555770+69405870","","","0.000817","3.618"
"M82SNR J09555528+6940598","","","0.000817","3.618"
"M82SNR J095557480+69410310","","","0.000817","3.618"
"M82SNR J095558030+69410450","","","0.000817","3.618"
"M82SNR J095555170+69410650","","","0.000817","3.618"
"AT2018gek","18.9","-16.7377","0.030074","136.138"
"SN2008be","18.4","-17.24","0.0301","136.3"
"PSN J04544410+6943075","17.2","-16.99","0.0155","69.41"
"GRB 060124A","","","2.3","18900"
"SN2007iq","17.5","-15.9","0.0133","48"
"SN2003lp","16.8","-16.1","0.009,0.009","39"
"AT2017kay","18.2","-17.6638","0.033346","151.312"
"SN2019uli","19.83","-18.78","0.116","557.2"
"iPTF14awe","17.3","-19","0.041","187"
"AT2018cej","15.84","-21","0.051","234"
"SN2016fez","16.8","-19.43","0.0394","179.6"
"SN2019gxi","18.81","-17.1","0.034","154"
"AT2020blo","19.42","-15.6296","0.022979","103.477"
"SN2007az","19","-16.95","0.0347","157.6"
"SN2018fnc","18.64","-19","0.08","380"
"SN2019lkt","18.5","-19","0.07","330"
"SN2019quv","16.46","-19","0.03","140"
"SN2014dg","13.89","-17","0.004","18"
"CLK11Bur","","","0.281","1485"
"SN2013hc","17.6","-18.89","0.0443","202.6"
"MACS0647_1","22.5","-19.73","0.584","3518"
"MACS0647_2","26.8","-15.43","0.584","3518"
"AT2020mr","17.92","-15.8468","0.012762","57.0311"
"SN2005dy","18.7","-15","0.01","45"
"SN2018elh","18.85","-18","0.05","230"
"SN2018cto","17.97","-18.8","0.051","234"
"SN2003ar","16.8","-18.4","0.025","113"
"SN1997ct","17","-19","0.03,0.03","140"
"SN2017hjw","16.1","-18.1815","0.016161","72.4055"
"SN1998cn","15.8","-16.9","0.0093","35"
"SN2009bt","16.6","-17.41","0.0143","63.98"
"SN2017wb","16.55","-19","0.03","140"
"SN2018cjn","18.87","-19","0.1","480"
"SN2009Q","17.2","-18.09","0.0256","115.5"
"SN2019dwy","17.01","-19.5","0.045","206"
"SN2020kq","19.1","-17.71","0.0513","235.8"
"SN2019wmf","18.49","-19","0.06","280"
"SN2017jk","18.4","-18.6","0.057","263"
"SN2019big","17.5","-19.3","0.051","234"
"AT2019pms","19.64","-16.535","0.038437","175.061"
"SN2019rsp","18.79","-18.6","0.067","311"
"SN2019dom","18.9","-18.9","0.082","385"
"AT2018iqs","18.77","-18","0.06","280"
"SN1999C","19.6","-15.746","0.026318","118.806"
"SN2017acq","18.66","-18.7","0.065","302"
"SN2019edz","17.3","-18.7984","0.037116","168.883"
"SN2008fb","16.9","-14.1","0.0046,0.0046","16"
"AT2019pmt","19.23","-19.24","0.109","521.2"
"SN2018dyh","18.58","-23.558","0.5598","3342.6"
"SN2008at","16.5","-19.48","0.0352,0.0354","159.9"
"SN2017iyw","15.27","-19.63","0.0215","96.71"
"SN2019pzp","19.44","-17","0.05","230"
"SN1953L","15","-20.1","0.023","104"
"AT2018kik","18.25","-16.97","0.0248","111.8"
"SN2018bax","20.2","-18.41","0.116","557.2"
"SN2018grf","18.74","-18","0.05","230"
"SN2005B","18","-16","0.014","62.6"
"SN2019cww","17.13","-17.96","0.0234","105.4"
"SN2002A","16.6","-16.6","0.0096","44"
"SN2018ddu","18.3","-17.3067","0.029651","134.182"
"SN2005kd","14.17","-19.82","0.01504","63.2"
"SN2018ejc","18.13","-18","0.03","140"
"SN2012er","14.8","-21.4455","0.039694","180.951"
"GRB 150413A","","","3.2","28100"
"SN2014K","15.75","-17.8135","0.011625","51.9055"
"SN2019bvd","18.13","-19","0.06","280"
"SN2016bkr","17.32","-18.5","0.032","145"
"SN2016adq","16.2","-19.7187","0.034194","155.256"
"SN2019vpo","18.8","-19.1","0.083","390"
"AT2018cvj","18.81","-17.1087","0.034194","155.256"
"SN2019pow","18.89","-19","0.08","380"
"SN2019czz","18.97","-19","0.08","380"
"Gaia15aay","17.67","-17.4","0.023","104"
"SN2019daf","19","-17","0.035","159"
"SN2019vus","17.94","-17.3","0.025","113"
"SN2019dsq","15.02","-20.8","0.033","150"
"AT2018jbp","18.87","-17.0055","0.033526","152.149"
"SN2018lpr","19.06","-19","0.1","480"
"SN2009gh","15.7","-18.72","0.0172","77.12"
"PTF12hod","18.5","-18.9","0.067","311"
"SN2019beo","18.47","-18.9","0.067","311"
"SN2018dhw","17.32","-18.2","0.029","131"
"PTF10ujn","","","0.12","578"
"SN2001di","17.5","-16.1","0.016","54"
"SN2016bif","19.47","-19.4","0.13","630"
